"category","state","company_name","phone","address","city","state.1","postal_code","website","rating","reviews","sent","emailss","email","socials","ceo_name","description","avatar_url","performance_score","crawl_status","country","group","emails","phones","linkedin_url","twitter_url","facebook_url","instagram_url","meta_title","favicon_url","employee_count","founded_year","response_time_ms","crawl_error"
"Auto Parts","Memphis TN","Serra Chevrolet Inc","(901) 385-7073","1450 Channel Ave","Memphis, TN 37501","TN",37501.0,"http://serrachevroletinc.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2463,""
"Towing","Birmingham AL","Cash For Junk Cars","(888) 849-6014","","Birmingham, AL 35201","AL",35201.0,"http://cashforjunkcars550778023.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2560,""
"Towing","Huntsville AL","Dalton Towing","(205) 533-7182","","","","","http://daltontowing503605452.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2928,""
"Tire Shops","Indianapolis IN","Michoacano Corp","(317) 299-7101","6250 W 38th St","Indianapolis, IN 46254","IN",46254.0,"http://michoacanocorp.localsearch.com","","11 Years","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2945,""
"Towing","Los Angeles CA","A Towing","(323) 602-5810","7113 Melrose Ave","Los Angeles, CA 90046","CA",90046.0,"http://atowing504922802.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2603,""
"Towing","Chicago IL","Rocket Towing","(773) 939-1357","","","","","http://rockettowing.localsearch.com","","17 Years","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2614,""
"Remanufactured Engines","San Jose CA","Frank's Auto Service","(408) 778-3470","16250 Railroad Ave","Morgan Hill, CA 95037","CA",95037.0,"http://franksautoserviceca.localsearch.com","","29 Years","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2978,""
"Towing","Los Angeles CA","Emergency Towing","(310) 362-2773","","","","","http://emergencytowing16891156.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2636,""
"Towing","Los Angeles CA","Charlie Towing","(323) 784-9341","8391 Beverly Blvd","Los Angeles, CA 90048","CA",90048.0,"http://charlietowing468623625.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2647,""
"Towing","Los Angeles CA","Discovery Towing","(323) 372-1525","7119 W Sunset Blvd","Los Angeles, CA 90046","CA",90046.0,"http://discoverytowing467972427.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","3990946, 156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2659,""
"Car Wheels","San Antonio TX","G T S Tire Service","(210) 432-6761","3850 Culebra Rd","San Antonio, TX 78228","TX",78228.0,"http://gtstireservice.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3019,""
"Auto Glass Repair","Fort Lauderdale FL","Best Car Glass","(954) 889-5907","711 NW 1st Street","Fort Lauderdale, FL 33311","FL",33311.0,"http://bestcarglass548693624.localsearch.com","","26 Years","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2619,""
"Car Transport","New York NY","Freedom Auto Transport","(646) 798-0849","555 Rockaway Pkwy","Brooklyn, NY 11212","NY",11212.0,"http://freedomautotransport.localsearch.com","","17 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3049,""
"Auto Glass Repair","Jacksonville FL","Auto Glass & More","(904) 399-0699","589 Falcon Fork Way","Saint Johns, FL 32259","FL",32259.0,"http://autoglassmore.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","38856415, 156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3055,""
"Used Car Parts","San Diego CA","Star A Auto Body","(619) 739-1102","10737 woodside ave","Santee, CA 92071","CA",92071.0,"http://staraautobody.localsearch.com","","(1)","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2367,""
"Auto AC Repair","Chicago IL","Trans-O-Mex","(312) 666-1616","825 S Western Ave","Chicago, IL 60612","IL",60612.0,"http://transomex.localsearch.com","","(1)","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3094,""
"Car Detailing","Orlando FL","SPIFF 'N' SHINE Mobile Detailing Services","(407) 346-8005","","","","","http://spiffnshinemobiledetailingservices.localsearch.com","","21 Years","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2754,""
"Towing","Birmingham AL","Towaway Towing","(205) 447-6421","413 62nd St","Fairfield, AL 35064","AL",35064.0,"http://towawaytowingal.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2419,""
"Car Stereo Systems","Cleveland OH","Eighth Day Sound Systems Inc","(440) 995-5900","5450 Avion Park Dr","Cleveland, OH 44143","OH",44143.0,"http://www.8thdaysound.com","","25 Years","no","","","https://www.instagram.com/eighthdaysound/, https://www.facebook.com/eighthdaysound, https://www.linkedin.com/company/eighth-day-sound-systems-inc/","","Eighth Day Sound is a global leader in live audio for tours and events. Part of the Clair Global Group, trusted by top artists worldwide. Explore our services.","https://cdn.prod.website-files.com/6488dfa69579c1a7c0aa50f8/650b6153d0f7e69bea5c2a86_8DS%20Generic.png",65,"success","USA","Auto Services","","","https://www.linkedin.com/company/eighth-day-sound-systems-inc/","","https://www.facebook.com/eighthdaysound","https://www.instagram.com/eighthdaysound/","Eighth Day Sound | Home","https://cdn.prod.website-files.com/6488dfa69579c1a7c0aa50f8/64d65faeb299ffdf28d2682c_Asset%203.png","",2020.0,2432,""
"Car Wheels","Boston MA","Hub on Wheels","(812) 945-4063","1 City Hall Sq","Boston, MA 02201","MA",2201.0,"http://hubonwheels.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2552,""
"Car Detailing","Orlando FL","Superior Auto Interiors, LLC.","(407) 808-9872","","Windermere, FL 34786","FL",34786.0,"http://superiorautointeriorsllcfl.localsearch.com","","(2)","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2561,""
"Remanufactured Engines","Nashville TN","Hendersonville Auto","(423) 867-5322","891A W Main St","Hendersonville, TN 37075","TN",37075.0,"http://hendersonvilleauto.localsearch.com","","38 Years","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2582,""
"Towing","Los Angeles CA","Ted's Towing","(323) 784-3706","1323 N Highland Ave","Los Angeles, CA 90028","CA",90028.0,"http://tedstowing467987656.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2587,""
"Used Car Parts","Miami FL","International Auto Parts","(305) 987-6881","16373 NW 57th Ave","Miami Lakes, FL 33014","FL",33014.0,"http://internationalautoparts23175884.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2606,""
"Auto Glass Repair","Fort Lauderdale FL","Windshield Replacement","(954) 391-5229","2550 N Federal Hwy","Fort Lauderdale, FL 33305","FL",33305.0,"http://windshieldreplacement473683745.localsearch.com","","(1)","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2608,""
"Auto Repair","Orlando FL","Bam's Auto Body Shop","(407) 613-4385","4520 W Colonial Dr Ste 111","Orlando, FL 32808","FL",32808.0,"http://bamsautobodyshop.localsearch.com","","(1)","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2628,""
"Remanufactured Engines","Fort Lauderdale FL","R & R Auto Clinic","(561) 455-4151","1 Linton Blvd Unit 15","Delray Beach, FL 33444","FL",33444.0,"http://rrautoclinicfl.localsearch.com","","(1)","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2633,""
"Auto Glass Repair","Fort Lauderdale FL","R M Glass Inc","(754) 210-7958","1956 Tigertail Blvd","Dania, FL 33004","FL",33004.0,"http://rmglassincfl.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2655,""
"Auto Body Shops","New York NY","Hewes Service Station","(718) 596-6755","677 Kent Ave","Brooklyn, NY 11249","NY",11249.0,"http://hewesservicestation.localsearch.com","","37 Years","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2667,""
"Towing","Chicago IL","Chicago Car Shipping","(312) 601-2170","2150 S Canalport Ave","Chicago, IL 60608","IL",60608.0,"http://chicagoautorecon.com","","","no","","user@domain.com","https://www.facebook.com/CAR1358/","","Need a trusted Chicago auto body shop? Chicago Auto Recon delivers 
affordable, expert Chicago body work. Free estimates Call +1 888-986-7326 
today!","",65,"success","USA","Auto Services","","(888) 986-7326, 888) 986-7326, +1 888-986-7326","","","https://www.facebook.com/CAR1358/","","Best & Affordable Chicago Auto Body Shop | Chicago Auto Recon","https://images.squarespace-cdn.com/content/v1/5d28ae71b0f1d90001990946/c6e2875e-61fd-42d3-af04-d42e0733759e/favicon.ico?format=100w","","",2971,""
"Towing","Birmingham AL","Anytime Express Towing & Recovery Inc","(205) 565-5560","1173 Gadsden Hwy","Birmingham, AL 35235","AL",35235.0,"http://wetowbham.com","","","no","","","","","","",40,"success","USA","Auto Services","","","","","","","Just a moment...","","","",3074,""
"Auto Body Parts","Cleveland OH","D & S Automotive","(216) 289-3677","24790 Lakeland Blvd","Euclid, OH 44132","OH",44132.0,"http://www.dsautomotive.com","","","no","","","","","","",40,"success","USA","Auto Services","","","","","","","Just a moment...","","","",3193,""
"Towing","Birmingham AL","GNM Towing Service","(205) 569-2912","424 15th Ter NW","Center Point, AL 35215","AL",35215.0,"https://www.gnmtowingservice.com","","13 Years","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host www.gnmtowingservice.com:443 ssl:False [getaddrinfo failed]"
"Auto Repair","Orlando FL","All Approved Au To Works","(407) 601-1544","5500 E Colonial Dr","Orlando, FL 32807","FL",32807.0,"https://allapprovedautoworks.com","","","no","","allapprovedauto@hotmail.com","","","At All Approved Autoworks,
We are a buy here pay here dealership that offers financing starting as low as 600 down. Professional staff and a laid back atmosphere.","",60,"success","USA","Auto Services","allapprovedauto@hotmail.com","","","","","","All Approved Autoworks","","","",3203,""
"Oil Change","Columbus OH","Mr Tire Auto Service Centers","(614) 459-0830","3544 Riverside Dr","Upper Arlington, OH 43221","OH",43221.0,"http://www.mrtire.com","","(1)","no","","","","","","",40,"success","USA","Auto Services","","","","","","","403 Forbidden","","","",3563,""
"Auto Body Parts","Birmingham AL","R & M Automotive Inc","(205) 744-0431","825 Allison Bonnett Memorial Dr","Bessemer, AL 35023","AL",35023.0,"http://rmautomotivecollision.com","","(2)","no","","impallari@gmail.com, team@latofonts.com","","","We are a one stop shop! We provide paint, collision repair, & lifts & parts for all vehicles. Call us for more information (205)744-0431.","https://img1.wsimg.com/isteam/ip/abc0c6a0-2388-4692-90e8-0ea642051201/7890a332-ea55-4dd9-bf44-aa7a8d879e11.JPG",65,"success","USA","Auto Services","team@latofonts.com, impallari@gmail.com","205)744-0431, (205)744-0431","","","","","R&M Automotive Collision Center - Automotive Paint & Body Shop","http://img1.wsimg.com/isteam/ip/static/pwa-app/logo-default.png/:/rs=w:57,h:57,m","",2025.0,3576,""
"Car Detailing","Jacksonville FL","Zips Car Wash","(904) 647-5585","1555 Dunn Ave","Jacksonville, FL 32218","FL",32218.0,"http://zipscarwash.com","","18 Years","no","","username@email.com","https://www.facebook.com/zips3mincarwash/, https://www.instagram.com/zipscarwash/","","Live Fast. Zip Often. Shine your ride and enjoy free complimentary detail amenities at your local ZIPS Car Wash.","https://zipscarwash.com/img/asset/cHVibGljL3ppcHMvemlwcy5wbmc/zips.png?w=1200&h=628&fit=crop&fm=png&s=a696f613b71f3f323e2d8d37efe38986",55,"success","USA","Auto Services","","","","","https://www.facebook.com/zips3mincarwash/","https://www.instagram.com/zipscarwash/","ZIPS Car Wash | Official Site","https://zipscarwash.com/storage/zips/zips-logo.svg","",2026.0,3907,""
"Tire Shops","Columbus OH","2000 Modern Tire Service","(614) 252-2574","1266 E Livingston Ave","Columbus, OH 43205","OH",43205.0,"https://ohio.auto-us.org/351483-2000_modern_tire_service.htm","","(1)","no","","","","","2000 Modern Tire Services, 1266 E Livingston Ave, Columbus, OH, 43205-2841, Franklin, tire-dealers-retail, auto & home supply stores, automotive dealers & service stations","",70,"success","USA","Auto Services","","86400-2026, 614)252-2574, (614)252-2574","","","","","2000 Modern Tire Services, Columbus, OH, 1266 E Livingston Ave, Franklin, Automotive, Motorcycle, Boat Dealers","https://ohio.auto-us.org/favicon.ico","","",4219,""
"Towing","Louisville KY","Cardinal Towing Service","(502) 637-9191","","","","","http://cardinaltowingserviceky.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4242,""
"Auto Glass Repair","Fort Lauderdale FL","Giant Glass & Mirror","(954) 822-7885","1922 Tigertail Blvd","Dania, FL 33004","FL",33004.0,"http://giantglassandmirror.com","","21 Years","no","","","https://www.facebook.com/Giantglass, https://www.linkedin.com/company/giantglass/, https://www.instagram.com/giant_glass_n_mirrors/","","Call (954) 822-7885 for service Serving South Florida For Over 3 Decades Giant Glass & Mirror has over 30 years of experience serving our neighbors in South Florida. We’ve installed glass and mirrors for thousands of satisfied customers. Our professional methods employ good, old school craftsmanship and the | Giant Glass & Mirror","https://giantglassandmirror.com/wp-content/uploads/2022/09/GiantGlassMirrorLogoBlack.png",60,"success","USA","Auto Services","","9 10 11 12, (954) 822-7885, 954) 822-7885","https://www.linkedin.com/company/giantglass/","","https://www.facebook.com/Giantglass","https://www.instagram.com/giant_glass_n_mirrors/","Giant Glass & Mirror | Frameless Shower Doors & Custom Glass Work","https://giantglassandmirror.com/wp-content/uploads/2019/12/cropped-favicon-32x32.png","",2026.0,3974,""
"Auto Glass Repair","Fort Lauderdale FL","Window Doctor","(954) 650-5924","","","","","https://nan","","","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host nan:443 ssl:False [getaddrinfo failed]"
"Auto Body Parts","Cleveland OH","Churney's Truck Sales","(216) 475-3322","21425 Aurora Rd","Bedford, OH 44146","OH",44146.0,"http://www.churneys.com","","(7)","no","","8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, trucks@churneys.com","","","Did your  truck collide with another vehicle? Is your engine acting up? Turn to Churneys Truck Center in Cleveland, OH  We buy trucks.","",60,"success","USA","Auto Services","605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, trucks@churneys.com","216-475-3322","","","","","Churneys Truck Center in Cleveland, OH","https://static.parastorage.com/client/pfavico.ico","","",4500,""
