"name","website","state","emailee","email","descriptione","scraped_socials","ceo_name","email_status","emails","socials","ceo_name","description","avatar_url","performance_score","crawl_status"
"Homefront Remodeling Solutions, Inc","http://homefrontremodelingsolutionsincin.localsearch.com","Fort Wayne","","","","","Unknown","","","","","","",50,"success"
"Pacific Roofing Co.","http://pacificroofingcoca.localsearch.com","San Francisco","","","","","Unknown","","","","","","",50,"success"
"Roof Heroes","http://roofheroesaz.localsearch.com","ClevelandLong BeachNew OrleansTucsonAlbuquerque","","","","","Unknown","","","","","","",50,"success"
"Marshall Builders USA / MB Roofing USA","https://mbroofingusa.com","Chesapeake","","info@mbroofingusa.com","MB Roofing USA offers expert roofing, fire damage restoration, mold removal, and solar installation in Virginia Beach VA. Contact us for top services!","https://www.facebook.com/profile.php?id=100070655971530, https://twitter.com/MarshallBu17363, https://www.instagram.com/marshallbuildersusa/","Unknown","","info@mbroofingusa.com","https://twitter.com/MarshallBu17363, https://www.instagram.com/marshallbuildersusa/, https://www.facebook.com/profile.php?id=100070655971530","","MB Roofing USA offers expert roofing, fire damage restoration, mold removal, and solar installation in Virginia Beach VA. Contact us for top services!","https://mbroofingusa.com/wp-content/uploads/2024/09/Add-a-heading-13-e1684513040447-150x150.png",75,"success"
"Lengacher Brothers Commercial Roofing","https://lengacherbrothers.com","Fort Wayne","","","","","Unknown","","","","","","",60,"success"
"Pamalu Roofing","http://pamalu.info","Honolulu","","error","","","","","","","","","",0,"error"
"AAA Roofing & Siding","https://www.aaaroofingandsiding.com","Greensboro","","","AAA Roofing & Siding in Jamestown, NC, offers roof removal, installation, repair and much more. Call 336-454-0720 today!","","Unknown","","","","","AAA Roofing & Siding in Jamestown, NC, offers roof removal, installation, repair and much more. Call 336-454-0720 today!","https://static.cdn-website.com/runtime/favicon_d1_res.ico",70,"success"
"All American Tile & Remodeling by Ry Brooks","https://www.all-americantileandremodeling.com","Texas","","ry@allamerican.company, your@email.com, assistoffice@allamerican.company","All-American Tile & Remodeling can improve your home in Bellaire, TX, Houston TX and surrounding areas with everything from bathroom remodeling to roofing, to painting and beyond. Call us today to learn more.","https://instagram.com/allamericantileandremodeling/, https://twitter.com/allamericanry, https://www.facebook.com/search/posts?q=all-american%20tile%20%26%20remodeling%20by%20ry%20brooks&filters=eyJyZWNlbnRfcG9zdHM6MCI6IntcIm5hbWVcIjpcInJlY2VudF9wb3N0c1wiLFwiYXJnc1wiOlwiXCJ9In0%3D","Unknown","","ry@allamerican.company, assistoffice@allamerican.company, your@email.com","https://www.facebook.com/search/posts?q=all-american%20tile%20%26%20remodeling%20by%20ry%20brooks&filters=eyJyZWNlbnRfcG9zdHM6MCI6IntcIm5hbWVcIjpcInJlY2VudF9wb3N0c1wiLFwiYXJnc1wiOlwiXCJ9In0%3D, https://instagram.com/allamericantileandremodeling/, https://twitter.com/allamericanry","","All-American Tile & Remodeling can improve your home in Bellaire, TX, Houston TX and surrounding areas with everything from bathroom remodeling to roofing, to painting and beyond. Call us today to learn more.","https://irp.cdn-website.com/afe7a84c/site_favicon_16_1677879206551.ico",85,"success"
"The Home Exteriors","https://www.thehomeexteriors.com","Madison","","contact@thehomeexteriors.com","Get reliable roofing & gutter solutions from The Home Exteriors. Contact us for personalized service and free estimates today!","","Unknown","","contact@thehomeexteriors.com","","","Get reliable roofing & gutter solutions from The Home Exteriors. Contact us for personalized service and free estimates today!","https://irp.cdn-website.com/742fbc01/site_favicon_16_1761148436187.ico",80,"success"
"Rescue Construction Solutions","http://www.rescue-cs.com","Greensboro","","info@rescue-cs.com, your@email.com","Rescue Construction Solutions in North Carolina, offers expert disaster recovery and construction services. Click here for more information!","","Unknown","","your@email.com, info@rescue-cs.com","","","Rescue Construction Solutions in North Carolina, offers expert disaster recovery and construction services. Click here for more information!","https://irp.cdn-website.com/956ae73c/site_favicon_16_1728573230987.ico",70,"success"
"Brians Contracting Inc","http://brianscontractinginc.localsearch.com","Honolulu","","","","","Unknown","","","","","","",50,"success"
"GM Roofing","http://gmroofing21950648.localsearch.com","Fontana","","","","","Unknown","","","","","","",50,"success"
"Chaparral Roofing & General Contractors","http://chaparralroofinggeneralcontractorstx.localsearch.com","Texas","","","","","Unknown","","","","","","",50,"success"
"Cain Exteriors","http://cainexteriors.localsearch.com","Madison","","","","","Unknown","","","","","","",50,"success"
"California Home Improvement Solutions inc.","http://californiahomeimprovementsolutionsinc.localsearch.com","San Francisco","","","","","Unknown","","","","","","",50,"success"
"Ambassador Roof-Pavement Power","http://ambassadorroofpavementpower.localsearch.com","Chesapeake","","","","","Unknown","","","","","","",50,"success"
"Pacific Island Construction","http://paradigmhi.com","Honolulu","","alexk@paradigmhi.com","","","Unknown","","alexk@paradigmhi.com","","","","http://www.weebly.com/uploads/reseller/assets/1001-favicon.ico",60,"success"
"Universal Roofing","https://www.uvroofing.com/contact","ClevelandLong BeachNew OrleansTucsonAlbuquerque","","","","","Unknown","","","","","","",60,"success"
"1By1 Roof","https://1by1roof.com","ClevelandLong BeachNew OrleansTucsonAlbuquerque","","","","","Unknown","","","","","","",60,"success"
"Lenamond Mike Roofing","http://lfroofing.com","Texas","","","","","Unknown","","","","","","",50,"success"
"Raborn Larry Roofing","http://yellowpages.com/china-spring-tx/mip/raborn-larry-roofing-468619474","Texas","","","","","Unknown","","","","","","",60,"success"
"Harris Roofing Inc","https://harrisroofing.com/contact-us","Minneapolis","","info@harrisroofing.com","Contact Harris Roofing, the best Twin Cities roofing contractor for any work you need done on a flat roof, residential roof, or repairing a storm damaged roof.","","Unknown","","info@harrisroofing.com","","","Contact Harris Roofing, the best Twin Cities roofing contractor for any work you need done on a flat roof, residential roof, or repairing a storm damaged roof.","https://i0.wp.com/harrisroofing.com/wp-content/uploads/2021/04/cropped-SiteIcon-copy.png?fit=32%2C32&ssl=1",80,"success"
"Compare Roofing Experts","","Durham","","","","","","","","","","","",0,"error"
"Price & Sons Roofing Co.","http://www.priceandsonsroofing.com","Greensboro","","","","https://www.instagram.com/price_roofing/, https://twitter.com/PriceAndSonsRC, https://www.linkedin.com/in/price-steve-a9104a8b/","Unknown","","","https://twitter.com/PriceAndSonsRC, https://www.linkedin.com/in/price-steve-a9104a8b/, https://www.facebook.com/profile.php?id=100063684185223","","","http://www.priceandsonsroofing.com/images/fevicon.png",55,"success"
"Compare Roofing Experts","","Durham","","","","","","","","","","","",0,"error"
"Mission Home Remodeling","https://missionhomeremodeling.com","San Francisco","","image-10@2x.jpg, contact@missionhomeremodeling.com, image-11@2x.jpg","Mission Home Remodeling is a premier design-build remodeling & construction company and licensed general contractor in San Francisco.","https://www.instagram.com/missionhome_remodeling/, https://www.facebook.com/missionhomeremodelingca/","Unknown","","contact@missionhomeremodeling.com, image-11@2x.jpg, image-10@2x.jpg","https://www.instagram.com/missionhome_remodeling/, https://www.facebook.com/missionhomeremodelingca/","","Mission Home Remodeling is a premier design-build remodeling & construction company and licensed general contractor in San Francisco.","https://missionhomeremodeling.com/wp-content/uploads/2025/06/cropped-Group-16-32x32.png",75,"success"
"BIRS The Roof Savers","https://www.birsroofing.com/Home.aspx","Greensboro","","","","","Unknown","","","","","","https://www.birsroofing.com/Portals/0/Building3.ico?ver=2015-08-11-094915-450",60,"success"
"Amazon Roofing","http://amazonroof.com","Toledo","","error","","","","","","","","","",0,"timeout"
"Good Guys Roofing","https://goodguysroofingllc.com","Toledo","","error","","","","","","","","","",0,"timeout"
"Collins Roofing & Gutter Service","","Durham","","","","","","","","","","","",0,"error"
"Same Day Roofing Repair","http://yellowpages.com/wayzata-mn/mip/advanced-roofing-solutions-25722835","Minneapolis","","","","","Unknown","","","","","","",50,"success"
"RTP Triangle Roofing","http://yellowpages.com/durham-nc/mip/rtp-triangle-roofing-22976305","Durham","","","","","Unknown","","","","","","",50,"success"
"Standard Sheetmetal","http://standardhawaii.com3-dsheetmetal.com","Honolulu","","error","","","","","","","","","",0,"error"
"Surface Shield Protective Coatings","http://surfaceshieldprotectivecoatingshi.localsearch.com","Honolulu","","","","","Unknown","","","","","","",50,"success"
"Pro Construction LLC","http://proconstructionllc.localsearch.com","Minneapolis","","","","","Unknown","","","","","","",50,"success"
"J L Lartin","http://jllartinin.localsearch.com","Fort Wayne","","","","","Unknown","","","","","","",50,"success"
"ABC Roofing Inc","http://www.abcroofinginc.com","Greensboro","","","","","Unknown","","","","","","",50,"success"
"Rain-Tite Construction","http://raintiteconstruction.localsearch.com","Madison","","","","","Unknown","","","","","","",50,"success"
"Reyes Roofing","http://reyesroofing.com","Chesapeake","","","Reyes Roofing Contractors, LLC is a Northern Virginia roofing contractor located in Fairfax, VA. Providing quality, certified commercial roofing, residential roofing and roof repair services to Northern VA, DC and MD.","https://www.facebook.com/ReyesRoofing","Unknown","","","https://www.facebook.com/ReyesRoofing","","Reyes Roofing Contractors, LLC is a Northern Virginia roofing contractor located in Fairfax, VA. Providing quality, certified commercial roofing, residential roofing and roof repair services to Northern VA, DC and MD.","",65,"success"
"W I.R.","http://yellowpages.com/virginia-beach-va/mip/sandcastle-oceanfront-resort-hotel-5361847","Chesapeake","","","","","Unknown","","","","","","",65,"success"
"311 Metal Structures & Roofing","https://www.311metalstructures.com","Greensboro","","311metalstructures1@gmail.com, your@email.com","Explore the top-quality metal structure and roofing services in Franklinville, NC. Call 311 Metal Structures & Roofing at (336) 799-1211 for expert solutions.","","Unknown","","311metalstructures1@gmail.com, your@email.com","","","Explore the top-quality metal structure and roofing services in Franklinville, NC. Call 311 Metal Structures & Roofing at (336) 799-1211 for expert solutions.","https://irp.cdn-website.com/cd9aa502/site_favicon_16_1729282414208.ico",80,"success"
"Badgerland Exteriors","https://www.badgerlandexteriors.com/roof-replacement/photo-gallery/50470-album-roof-replacement-in-portage-wi.html","Madison","","error","","","","","admin@badgerlandexteriors.com","https://www.instagram.com/badgerlandexteriors/, https://www.linkedin.com/company/badgerland-exteriors-solar/, https://www.facebook.com/BadgerlandExteriors/","","Explore our roofing project portfolio to see why Wisconsin trusts Badgerland Exteriors for top quality results!","https://badgerlandexteriors.com/wp-content/uploads/2024/10/badgerlandV2-150x150.png",85,"success"
"Collins Roofing & Gutter Service","https://www.roofingindurhamnc.com","Durham","","collinsroofingandguttering@gmail.com, your@email.com","Collins Roofing & Guttering, Inc., based in Durham,NC has specialized in providing everything from new roofing installations. Call today 919-688-3386","https://www.facebook.com/Collins-Roofing-Gutter-Service-121995954611432/","Unknown","","your@email.com, collinsroofingandguttering@gmail.com","https://www.facebook.com/Collins-Roofing-Gutter-Service-121995954611432/","","Collins Roofing & Guttering, Inc., based in Durham,NC has specialized in providing everything from new roofing installations. Call today 919-688-3386","https://irp.cdn-website.com/53e24847289c401dbcb1e6d9ff59362c/site_favicon_16_1619592003240.ico",95,"success"
"Leo-Cedarville 43670 Roofing","http://leocedarville43670roofing.localsearch.com","Fort Wayne","","","","","Unknown","","","","","","",60,"success"
